,username,review,star_rating,num_star_rating
61,Asya,realistic plato aristotle write books unfortunately book contains notes ideas find much information πολιτεία,really liked it,4
62,Borum,first time reading aristotle thought ready trained plato dialogues boy mistaken also made error reading nichomachean ethics reading politics might mattered considering reading politics read ethics get better grasp aristotle idea political virtue difference virtue man virtue citizen aristotle plato like two sides coin planning reading book called cave light plato versus aristotle struggle soul western civilization reading works fascinating teacher student differ much basically issue preoccupied make men happier thus always questioning main way man become happy e virtue man man society glad read reading plato republic questions objections regarding plato idealized probably improbable republic tinge totalitarianism aristotle criticizes plato republic works even goes point faults actual regimes vicinity however still left question alternative important question unlike plato aristotle linger discussion virtue moves main question attain virtue whether ideal virtue actually attainable feasible given circumstances reflected classification different sort economic educational activities search best regime legislation unqualified sense also best regime legislation according different cities however keeps reminding us economic educational administrative adjudicative activities systems means achieve real end telos man political animal intentionally establish political communities self sustenance also pleasure living together virtue noble life insomuch money means currency used economic activities become aim regime legislation components systems city means achieve political virtue even people forget wealth birth number circumstantial merits becoming full citizens remain mere tools political power play actively participate order achieve true common goal first reading left feeling little alienated disgusted honest aristotle blatant stance denigrate anyone citizen athens including women slaves foreigners tried get reminding judge anachronistic point view got put opposition democracy later learned distinction democracy polity also learned demagoguery years peloponnesian war still little disappointed conservative tendency stick status quo got finding interesting even quite astute points made throughout book sorry book fully restored books 6 8 inconclusive pages seemed become either physically lost antiquity lost translation hoping reading works aristotle nichomachean ethics metaphysics give complete picture,liked it,3
63,Thomas Hammer,aristotle alright earthbound like join chads uncover eleusinian mysteries politics really present coherent argument outline idea ideal political structure rather talks various systems abstract concrete characteristics benefits pitfalls manifested historically boring without poetical metaphorical beauty soar heights stays within four walls common sense plato aristotle,liked it,3
64,Alan Johnson,note goodreads description second edition carnes lord translation language english however asin kindle isbn paperback numbers refer carnes lord english translation subject following review initially read sir ernest barker translation aristotle politics 1965 present edition carnes lord includes excellent translation introduction helpful endnotes regarding meaning important greek terms relevant ancient history alternative translations variations manuscript sources aristotle work one finds many objectionable things slavery inferior role women typical ancient athenian society also typical incorporation religious priesthood government polis limitations citizenship forth well important insights ever empiricist aristotle discusses great length many varieties government greeks others created era quite puzzling picture us denizens twenty first century point may exhaustive critique politics scholarly projects preoccupy moment five star rating editorial translation work subject edition impossible rate aristotle fact work survived two millennia indication still learn even disagreeing apparent teachings connection less democrat thomas jefferson wrote regard declaration independence substantially authored authority rests harmonizing sentiments day whether expressed conversation letters printed essays elementary books public right aristotle cicero locke sidney c thomas jefferson henry lee may 8 1825 thomas jefferson writings ed merrill peterson new york library america 1984 1501 many historians political scientists also attribute certain aspects u constitution especially mixed nature republican framework aristotle politics aristotle last word contribution political philosophy ignored,NONE,NULL
65,C.P.,remarkable little changed conservative liberal positions since aristotle reads like came recent blog interest finishing reading classic provide context discussion polis oikos second hopefully soon first published edition book popular capitalism treatment oikos superficial none analysis applied polis used deeper analysis oikos federation empire also treated superficially polis writ large political analysis passes today liberal conservative adopt superficiality resulting error making distinctions levels government individuals families households corporations private entities hand aristotle analysis education preparation one role polis accurate though limited single role citizenship omitting crucial mechanism examination excellent basis analysis encompassing merit examinations civil service advocated carl schurz academia vocational training book devoted study constitutions directed toward goals book ethics emphasis socratic school seeking morally good best everything though find merit morality see study could afford excellent introduction comparative political science including effect philosophical bias studies,really liked it,4
66,E.H. Nolan,first read plato republic read aristotle fair since plato student protégé used political writings especially ancient ones might seem little daunting trust get look irony sadness happiness human relativity truth politics changed much centuries entire college courses devoted studying aristotle philosophies still closer finding meaning life politics aristotle asks questions individual role society one conduct order useful state fellow citizens delves nature ideal society much like teacher plato republic already studied plato see student clearly admiring mentor wanting contribute theories questions makes fascinating read interested studied founding fathers philosophy ideal society plato aristotle must reads take slow get overwhelmed structure worry get overwhelmed take long time get political science student got overwhelmed remember like wondering unsure hopeful http hottoastyrag weebly com politi,liked it,3
67,Browne,initial review getting around 2000 words longest continuous piece writing done since uni life undemanding since clearly book fulfils criteria thought provoking dump vomit anonymous blog something aristotle alien modern western spirit politics ideal state features slaves extremely limited absent democracy rejection idea dignity labour especially ruling classes see excellent essay matter nietzsche greek state http nietzsche holtof com nietzsche disdain money international trade states become marketplaces world anathema values politicians entrepreneurs espouse strict hierarchy amongst things ideas ought dealt seriously merely cast bump moral truisms age maybe find agreeing aristotle points certainly argues logically would expect equally good arguments could raise besides book serves cool glance various constitutions ancient greek world,really liked it,4
68,Bryan,irony calling aristotle work average lost yep feel way head giving aristotle three stars throwing two cents anyhow book incredible window another time aristotle views number topics women slavery come quickly mind stand opposed beliefs today almost worth reading book get perspective new social ideas take granted really getting sense perspective truly best part book said little beyond anyone student philosophy someone engaging serious study history government little aristotle says rings true today times went future decided predict exact opposite come pass layperson looking classic government recommend plato republic even older aristotle work filled insights feel must written modern times truly inspiring feat thought foresight,NONE,NULL
69,Michael Koby,reading read plato republic spent defining justice book deals politics city citizens citizens kinds governments considered better others people raised educated participate government liked better liked republic maybe deals solid principles republic looking define abstract principle however fell books extremely relevant today maybe politics given subject matter feel need read nicomachean ethics side coin politics maybe give better look aristotle bigger picture,liked it,3
70,Kevin Sood,aristotle politics comprehensive well formulated treaty critic political infrastructures ever surmised compared predecessor plato took metaphysical approach republic viewed governmental progression liner processes aristotle looks governmental progression circular view point backs evidence real life occurrences happening mediterranean world time good introduction anyone wanting learn political theory philosophy,it was amazing,5
71,Joe Basile,serious student ancient philosophy advise order fully understand aristotle politics essential first read nicomachean ethics aristotle firmly believed ethics politics closely linked seemed moved great distance away aristotle way thinking politics indeed ethics well reason works merit reading reflection,it was amazing,5
72,James Morrison,politics fundamental western political thought bit ridiculous really accept written quite ago sophistication greek conception polis impressive us remember many ways fundamentally different conception state comparison must done tentatively fun study though,liked it,3
73,Jared,loved reading question ideal society obtain happiness interesting see aristotles answers questions also enjoyed seeing argues idea happiness absence pain money charge getting rid pain even though agree idea effected way many think happiness,really liked it,4
74,D.N.,essential work political philosophy natural extension nichomachean ethics study greek city state polis general association greek world important understanding relation constitutionalism private property capitalism institution slavery modern state,it was amazing,5
75,JP,aristotle explores state using building block approach straightforward logic applies physics biology basic units citizenship householder master statesman king,really liked it,4
76,Mati,book read several times time brought new stimulating insight contemporary politics despite date origin ideal state discussed impact citizens foundation modern democracy clearly stated book,it was amazing,5
77,Daniel,amazing much wisdom aristotle gleaned light nature also sad held truth unrighteousness various points surprisingly easy read version added bonus short commentary every section editor,really liked it,4
78,Joana Falcato,like translation text already confusing lord version made difficult read english words used reflect greek original meaning even translation find perseus website better though dates 1944,it was ok,2
79,Markus,read,really liked it,4
80,Vilmantas,necessary read law school reread,it was amazing,5
81,Arno Mosikyan,enigma come people greece achieved level wisdom quality thinking others around ancient world satisfaction animal desires,really liked it,4
82,Hunter,always irritating aristotle takes plato dialogues face value,really liked it,4
83,oswald,quite good although concision aristotle strong suit everything grouped threes often grouping arbitrary contradictory times,really liked it,4
84,Óscar Lacarta,fuck,did not like it,1
85,GUILLAUME ATTIA,man political animal unquestionably aristotle popular saying generally taken mean makes us human least separates us animals observable fact engage political activity unique human trait course entailment rationality understood aristotle celebrated words may seem unimaginative appear hindsight one needs brainpower genius appreciate resonance simple observation however one places famous words proper context part aristotle inquiry role community human life one soon recognizes profundity simple observation also sophisticated intellect needed make aristotle indeed profound thinker politics reflection hence aristotle says man political animal p 10 example simply stating obvious fact human beings engage politics deeper radical point polis city human beings truly prosper flourish city human beings fulfill potentialities nature city enable humans achieve full potential community provides structure humans able use god given reason language philosophize human beings order partner creation community explains language serves declare advantageous reverse p 11 also deliberate good evil justice injustice many concepts need understood agreed upon members community order establish good society importance language political organization particularly establishment sound constitution taken granted social contract theorists 17th century beyond great john rawls 1921 2002 example saw foundational precondition good governance citizens serious discussion among theory justice permeate political decisions compacts would possible without capacity reasoned discourse aristotle argues capacity rational discussion peculiarity man comparison animals p 11 language therefore precisely rationality rather capacity political distinguishing feature humanity thus contrary popular belief aristotle fact believe humans political animals plainly seen text specifies lines declaring man political animal higher degree bees gregarious animals p 10 history animals aristotle observes ants bees political sense work together common goal purpose 487b33 488a12 humans man alone animals furnished faculty language p 11 makes unique said humanity rational capacity accidental nature aristotle explains makes nothing vain p 10 nature nature god intended language gateway communal living city therefore natural institution city exists nature prior order nature family individual p 11 city natural institution also extension city living natural state human beings thus follows simply unnatural man aristotle view live life outside polis man man isolated unable share benefits political association need share already self sufficient part city must therefore either beast god p 11 view civilized existence inextricably bound communal life city deeply influential shaping western perceptions certain nomadic native indian tribes anthony pagden relates fall man 1982 spanish conquistadors british colonists americas migratory groups could create cities form civil association simple reason civil association depends upon temporal continuity upon creation social space appropriate social religious institutions cultural forms accompany indeed civil life largely defined life lived cities obvious people live tents pastoralists even hunter gatherers rather agriculturists unable develop true community nomadism consequently held inimical every aspect civilised life pagden 1982 195,it was amazing,5
86,Jacob Aitken,put cards table actively dislike greek philosophy fair admit aristotle fairly good communicator despite worldview stumbles across truth every never really gets coherent statement justice important read point given many woke evangelicals talking social justice never defining aristotle least starting point 1 every community established aim good aristotle begins basic social unit moves outward family village city 1 1 family natural movements outward natural state natural unity art getting wealthlegitimate economics managing household retail trade natural part art getting wealth 1 9 17 important doom entire project usury makes gain money proper use money exchange grow money money used hold argument sure anymore works view value something objective value anything objective whole point exchange place equal value object state citizen notes citizen one government might one another sake argument assume democracy citizen holder definite office legislates judges etc book 3 ch 1 citizen shares rulership actually pretty good definition though works better smaller levels chief end state well citizensjustice implies relation persons well things distribution book 3 chapter 9 realizes discussion inadequate 9 pages later equality inequality hints equal advantage common good book 4his famous discussion monarchy oligarchy democracy perversions defines democracy form govt free rulers iv 4 comes surprising welcome conclusion best society one large middle class comes close biblical worldview biblical worldview however aristotle despises things like retail trade society large middle class one understands value time risk planning words presupposes doctrine providence aristotle however really get could go aristotle economic wisdom godly man time evil limited curse also provides conditions planning future building wealth book viithis book begins chilling note eligible forms life sounds lot like death camps would seen worst acts affordable care act also good greek philosophy examine aristotle thought good kill babies need see said believe overly populated city good thing half truth many large cities today nice places probably see past city state idea many people country lots smaller cities one example background following comments evil cohere system argument 1 size states limit 1326a 35 2 legislator must mold frames newly born children 1335a 5 3 exposure rearing children let law deformed child shall live ground excess number children established customs state forbid state population limit child exposed couples children excess let abortion procured sense life begun 1335b 20 25 really necessary refute start leave observation given aristotle anti market views state population would always extremely limited made abortion pressing reality therefore bad economics upheld pro choice mentality,it was ok,2
87,Fraser Kinnear,two pages book aristotle drops turd one thus intended nature slave condition expedient right rather slavery violation nature difficulty answering question grounds reason fact rule others ruled thing necessary expedient hour birth marked subjection others ruleyikes remember macintyre grimacing aristotle position slavery book virtue trying take best aristotle ethical philosophy orient morals around teleology subject brushing aside aristotle worst conclusions e g slavery aristotle opening salvo politics evidence two hopelessly intertwined teleology shifts argument deciding moral deciding something purpose get purpose something wrong e g natural function people slaves end bad value slavery ok laughed aristotle went suggesting crazy ideas slavery natural women equal men finance evil pointing nuts plato ideas republic aristotle reputation thorough categorization frequently comes across pedantic e g members state must either things nothing common somethings common perhaps problem book half points making universally agreed upon today benign left notice howlers suppose reflection enormous influence ideas commonly held rendered uninteresting book actually much interesting historical document example aristotle interesting proto ideas lead towards today understanding rule law laws good supreme magistrate magistrates regulate maters laws unable speak precision owing difficulty general principle embracing particulars elsewhere complaint bring magistrates say let people judges people happy accept invitation authority every office undermined democracy fairly open objection constitution laws authority constitution law ought supreme magistracies judge particulars considered constitution embedded latter quote value judgment democracy needs unpacking aristotle defines democracy negative manifestation governments ruling interest needy majority sometimes controlled demagogue constitutional governments balance towards common good characterizing various forms government kingship tyranny aristocracy oligarchy constitutional government democracy takes majority book another example finding passages suspect also read underlined america founding fathers democracy demos truest form based upon recognized principle democratic justice count equally equality implies poor share government rich rulers rule equally according numbers idea hotly debated example three fifths compromise one final example reading hobbes leviathan parallel excited come across passage referenced directly fact greatest crimes caused excess necessity men become tyrants order may suffer cold hence great honor bestowed kills thief kills tyrant,it was ok,2
88,Ian Caveny,back june started aristotle famous discourse politics either right time right season quite get swing thingsso approached text early october year thought may getting hot water books going take time like gladly reproved know constitutes appropriate reading season politics entering full time pastoral ministry helped finally read classic art governance one might ask combination would respond seems significant relationship efficient organization city polis aristotle work efficient organization polity local church indeed strange similarities aristotle critical exegetical insights functioning city role pastor ought critically exegete functions local church fueled much reading fall served practical outlet knowledge gained reading even wrote essay practical responses aristotle aristotle fun ancient greek read really mean sometimes right brilliant breakdown political structures toss analysis keep one slaves happy place woman home phrygian mode less educational dorian mode modern reader laugh maybe aristotle gives us sense humility come two thousand plus years thoughts inspire humor fourth millennia audiences politics rightly understood foundational text understanding politics course governance like sense read politics american political world could far simplified simply every senator representative required read aristotle prior oath office would power frame debate discourse could see two party system balance pretend oligarchs pretend democrats reality things moreover would remind us good cities order prosper must target good end telos many reasons read politics summed perhaps one sentence argument foundational undergirding greatest arguments history western civilization without politics theology city god thus two kingdoms without politics philosophy hegelian dialectic founded upon master bondsman discourse early text thus marxist dialectic founded upon first half book without politics history politics american constitution thus surprising late education read even part seems texts better worse incomprehensible without reading sourcetext would like reading paul letter romans apart book genesis context crucial heartily endorse reading aristotle good antidote idealistic temperaments age even times makes one laugh idiosyncrasies end day core arguments telos polis foundations academic day day thought would fools seek understanding foundations,it was amazing,5
89,Lanko,much say book would take probably many hours properly maybe later book inspiring depressing inspiring sense someone experimented knows issues even today debated studied since time depressing sense read words everything go wrong government actually realize 2500 years later humans actually changed aristotle born 384 b c also gives examples decades centuries may place much emphasis state considering time surprising populations really small continents vast amounts empty areas harsh conditions sickness wonder placed much value state bring people together also exactly forget individualism one curious chapters discusses plato republic idea socrates much coletivism even wives children would shared among everyone think aristotle actually work years actually seriously write whole chapter totally refute socrates concept state idea even conceived taken seriously first place seems laughable look sides political spectrum pretty much every country actually discussing aristotle views slavery course accepted today 2000 years writings still needed major wars decide slavery legal things like apartheid even today slavery exists corners earth aristotle views women mostly passive society thing entire countries much worse elected leaders turn blind eye convenient economic treaty aristotle disdains manual worker society views differently today passages appeared thought well today different time seconds later considerations popped overall society really claim moral ground criticize man even leaders elected turn blind eye problems makes one feel small considering vast amount time passed age yes changes little changed essence things also makes mistakes example says people grouped less susceptible demagogy dangers maybe true time cities countries really small knew pretty much everyone saw people every day thus could see daily true behavior make judgement decided public political speech front everyone vastness countries assumed today would certainly astound aristotle know people wanting power really want us know enemies wants us know possibilities lies add pr tv radio etc anyway pretty clear vast crowds exactly people get emotional less rational without doubt worst demagogues came still come power vast crowds individual easily becomes sheep also chapter monarchs fall machiavelli talked hate disdain ruler whether feared loved examples needed whole book aristotle single chapter almost 2000 years think enough wonder man one influential people time,it was amazing,5
90,Scott Holstad,live reputation many feel live reputation plato believe many scholars determined democritus leucippus far influential accurate knowledgeable possibly intelligent certainly plato diverse among things noted virtually universally father modern science leucippus influence often thought first physicist typically credited formulation detailed atomic theory universe fact atomic hypothesis developed degree unlike anything else time bore resemblance modern science one could essentially argue know learned atomics twentieth century directly influenced democritus atomic theory many ways remains basis current atomic physics moreover dabbled proved influential number areas ranging geometry specifically math general geography anthropology importance essence epistemology scientific aesthetics politics natural philosophy course seemed especially concerned subject ethics military tactics well cosmology poetry biology many many subjects really first true renaissance man really kind puts better known philosophers shame also geniuses many people find many history virtually none democritus explore master wide variety subjects indeed void thesis lived influence newton continued hold influence basically einstein however regarding book aristotle subject well versed despite book bit dated still fairly well done times good ideas thoughts points etc unfortunately always controversy surrounding due textual irregularities discrepancies eight books making book rather remains major topics among different books include ideas community citizenship regimes education constitutions political theory among others however point argued book represents seemingly two different versions perhaps stages aristotle thoughts beliefs positions etc two opposing sides seem varied almost oppositional aristotle even wrote entire thing likely would done long period time significant period time elapsed first later sections thus explaining inconsistencies one might say possibly two different belief systems thus giving two stars even though might otherwise merit three least problems noted make difficult confidence regarding sufficient authenticity consistency frankly results poor book known form hence one lesser works result recommended,it was ok,2
91,Brandon,book gave lot think would like return reading plato republic since lot hinges criticism book one thing expect lot history description actual regimes book many anecdotes greek politics many interesting even amusing historical section book got somewhat tedious looking theory government last two chapters aristotle says thinks best type government found part interesting entire last chapter education much music education get impression aristotle liked music much made slavery central aristotle argument one considers modern equivalent slave labor automation robotics would view politics mere social engineering perhaps may call technocrats way trying simplify politics mastery aristotle unacceptable proper rule equals understanding contention proper rule extrapolation mastery still applicable today even though find human slavery deplorable one thing disagreed people capable self rule need abundance leisure fact describing nature regimes states democracy works best made farmers business attend make laws really needed section ideal regime says ideally farming done slaves ruling class idle leisure think similar current historical situation developed world farming done giant machines far away everyone lot leisure time yet politics seems much dysfunctional people self sufficient aristotle acknowledge much leisure luxury weaken successive generations emphasizes education virtues remedy maybe something maybe effete artsy greek see value good old fashioned hard work,it was amazing,5
92,Noah McMillen,listened audiobook favorite quotes let us remember disregard experience ages multitude years things good would certainly unknown almost everything found although sometimes put together cases men use knowledge book ii must remember good laws obeyed constitute good government hence two parts good government one actual obedience citizens laws part goodness laws obey may obey bad laws well good book iv mean condition states clearly best free faction middle class large least likely factions dissensions similar reason large states less liable faction small ones middle class large whereas small states easy divide citizens two classes either rich poor leave nothing middle democracies safer permanent oligarchies middle class numerous greater share government middle class poor greatly exceed number troubles arise state soon comes end book iv two principles characteristic democracy government majority freedom men think equal equality supremacy popular freedom means man likes democracies everyone lives pleases words euripides according fancy wrong men think slavery live according rule constitution salvation book v every man responsible others one allowed pleases absolute freedom allowed nothing restrain evil inherent every man principle responsibility secures greatest good states right persons rule prevented wrong people due book vi,really liked it,4
93,Xenophon,carnes lord translation politics reminded philosophy one part author insights reasoning another part student reaction slowly chewed text course months wanted wrestle aristotle reasonably educated man rather take text old man delivered piecemeal insights first continuation nichomachean ethics seen one large lecture series politics delves communal ramifications previous course couples fresh insights load historical references indeed unless expert mediterranean history 500bc 300bc need text good notes lot patience university chicago edition fine second foundation text western philosophy like others kind records thoughts true genius man sat around thought every aspect existence far right things even reader finds wrong find something familiar backed stone wall reasoning westerners talking back forth aristotle long long time books think profitable modern reader books similar better insights navigable language readily grasped historical references call truly educated never given og try like calling expert film without knowing citizen kane would write time suffice say essential deducted star enjoyed carnes lord translation little less aristotle translations read maybe one day robert c bartlett crank one ready give sage logic another try hopefully better historical background,really liked it,4
94,Jakub Ferencik,plato originally suggested elites best rule people plato argued cardinal virtues guide elite philosopher kings take rule since set away earthly desires aristotle dismissed idea believed ignored human nature aristotle conception human nature seen plato republic ignored importance providing citizens even elite philosopher kings mundane pleasures life pay attention goods body human bodies need basic appetites hunger thirst fulfilled contrary aristotle thought citizen best able achieve ultimate happiness eudaimonia pursue excellence character according aristotle virtue middle path two extremes vices outlines nicomachean ethics 30 discussed concept review book aristotle polity rulers ruled take turns governing leading cause revolution aristotle argued preventing exchange rule treating citizen equally oligarchical regimes aristotle writes based presupposition unequal citizens one way unequal every way politics 187 therefore oligarchical superiority aristotle argued ultimate cause revolution 191 disproportion occurs state many parts one part grows exponentially others 193 see throughout history either romanian citizens 1989 overthrew nicolae ceaușescu government shot dictator wife angry french mob decapitated louis xvi french revolution aristotle predictions revolt result unequal nature oligarchies correct,liked it,3
95,Aiden,interesting read obviously relations master slave man woman expressed outdated manner suited classical antiquity particular highlights discussion best constitution seeming preference aristocracy sense extension oligarchy sort meritocracy certainly one read see deeply influences western thought notion different levels four forms constitution democracy monarchy oligarchy aristocracy democratic oligarchic prosperity involvement middle class society mediator contending forces rich poor best poor power destroy rich rich power neglect poor society happiness well must measured one particular section state across members apply thought contrasting examples communism look china oligarchic format terms democracy people nominally rulers party rule liberal democracy nominally people rule within britain often conservatives representing oligarchic interests aristocracy monarchy better enjoy less sustained hegemony throughout british history pertinent questions raised remain relevant today democratic means weak state inability action democratic enough tends tyranny failure role state safeguard population dust republic build new constitutional utopia taking best parts aristotle outlines book good luck,it was amazing,5
96,Nick Paulter,politics aristotlean often redundant discussion many examples somewhat historically inconsequential interestingly government types describes 2500 years ago still exist still dysfunction nominally ways still mis treat people ways still transform one another reasons tyrants come power reasons people become complacent disinterested reasons revolutions occur reasons examples provides ancient greek world environs could well taken world last couple decades aristotle describes parts government basic namely deliberative body judicial body executors administrators similar states today although execution may ideal describes need welfare system promote teach self sufficiency population state sponsored educational system etc part modern societies thought remarkable perhaps naïve sociopolitical perspective mine limited nothing changed significantly political sense last two millennia interestingly makes suggestion marriage 37 years man 18 yrs woman wed nominally winter got season age difference right although actual age perhaps reason marriage lasting,liked it,3
97,Aristotle,politics aristotlea book best left classrooms aristotle politics sometimes interesting mostly garishly boring book composed two millennia ago still holds today really difficult judge books old best offer thoughts one exhausting took almost three months finish book whereas similar sized books could finished week unless seriously invested greek classic philosophy political analysis advise staying away experienced aristotle nicomachean ethics years back appears two different pieces secondly rather well rooted time example aristotle believes slavery justifies wholehearted negative interested exactly fact justify slavery otherwise reader constantly held often piece connect well lives today hand aristotle proper political analysis disconnected period book shines parts favorite read example good philosophy also liked aristotle use far empirical evidence contemporaries gave arguments bite overall politics interesting look world 4th century bc politics thinking aristotle articulates way unlike world distinctly different say history repeat rhymes short review even thinking book makes tired happy move modern philosophers perhaps philosophy little leaving 5 10,it was ok,2
98,Tom,read classics find balm gilead whatever ails day age certainly find nothing new sun always bonehead move base ones entire ethico political system assumed self justifying natural hierarchy imagine live democratic society people poor people wealthy wealthy exist within position allows amass political economic power inequity worsens govern outrage follows democracy become oligarchy tyranny reigns intelligentsia tell sit back hold messianic class virtuous political actors guide promised pragmatic land b happen virtuous next time c g change thing natural reform happens fundamental basis system change situation inevitably regresses rinse repeat ad nauseam situation today yesterday ancient history lt sum wisdom held pages book politics political manual social tragedy aristotle colleagues able see going wrong lacked academic virtue escape grecian teleology fault modern readers one hopes overcome read classics stop living,liked it,3
99,Lori,yet another classic cherry picked oblivion order justify anything unlike plato aristotle uses better way analysing human society organic growth rather pure linearly analytical lewis mumford city history p 184 puts best yet aristotle philosophy basically biologist rather mathematician brought discussion cities something plato lacked knowledge immense variety species appreciation endless creative manifestations life came understanding teleological goal seeking self actualizing nature organisms natural limits define normal growth aristotle ideal rationally abstract form arbitrarily imposed community rather form already potential nature species needing brought developed developmental organic metaphor might better way thinking human society excuse absurd conclusions like justification slavery sexism aristotle prime example human prejudices projected onto nature using projection justify initial prejudice natural,liked it,3
100,Tyler Storm,read alan wardman translation books 1 3 supplemented ernest barker translations separate book oxford world classics version primarily used selections provided signet classics philosophy aristotle book ideas pretty revolutionary given time period also responds various theories promulgated socrates plato need background knowledge fully grasp book views widely adopted today introductions oxford world classics book signet classics book helpful though oxford version contains substantially background information detail revisit 2021 reread portions book included signet classic selections sometime future pretty good read though oxford world classic featuring translation ernest barker light years ahead signet classic version bought latter several aristotle works selections selling cheap price 8 opposed 16 one aristotle works fortunate get copy oxford world classic version politics goodwill dollar two using copy rereading politics,really liked it,4
101,Neil Johnstone,amazing book read every school im sure posh schools aristotle says education ruler ruled must different writes perfect state differences democracy oligarchy tyranny also says long lasting states mixture democracy oligarchy described would say 90 us citizens subjects therefore vote matters state statesmen right super wealthy loads passages social making things equal wealth property work simply put humans get comfortable want cuz idiots amazing think written 3000 years ago still cycles could depressing still talks education eugenics keeping population two children probably bad idea seems cold also kill crip brothers aristotle bit bastard trying find reason state help people like still grappling always weaker go search justice equality stronger reck nothing,it was amazing,5
102,Kevin,one really difficult review try agree aristotle mostly partially lack solid knowledge base ancient greece partially find slavery natural condition believe women inferior glad read plato republic one wish read plato laws aristotle nicomachean ethics well among general histories aside make think certainly idea constitutions ideal constitutions specific states different likely shifting according conditions time interesting thought constitution best possible constitution written agrarian society constitution represent best constitution could highly industrialized technological society interesting think means easy book read partially probably never meant book 1 3 editor notes 2 3 aristotle writings good mix like come back decade two say thought provoking difficult read,liked it,3
103,Mauricio Garcia,find bizarre readers acknowledge world civilization aristotle world live today use justification hold current political system specially values inherently right know understand act authoritative way plato aristotle time surely humans 2500 years future could read reviews find current political morals stands spectrum dismissive well point important aspect essay wether aligns current thinking book interesting read anyone remotely interested political systems even usual aristotle encyclopaedic categorization analysis value historical curiosity practical implementation window relationship greco roman western societies perfected successor equitable humane regarding rule form government,liked it,3
104,Larry Norton,going aristotle works one one started nichomachean ethics politics next art rhetoric hope tackle metaphysics physics well kind silly give rating aristotle rating nod edition chapter politics trevor saunders provides brief introduction overview come often providing historical context well insights greek translated extremely useful tackling text meanwhile reading aristotle surprisingly startling experience relevant many observations today political landscape also different world many things took granted see instance discussion slavery writing accessible little terms complicated philosophical jargon saunders helpful guiding first time reader aristotle larger themes teleological take world without getting mired centuries debate surrounded ideas well worth effort,it was amazing,5
105,Bogdan,although arduous read times glad pushed difficult parts managed finish book found aristotle classification constitutions relevant ever actually universally every state ever existed exist invariably fall one likely several 6 forms government described book tyranny monarchy oligarchy aristocracy democracy constitutional government found remarkable especially compared plato republic inductive method aristotle uses looks many city states time time compares different constitutions relative success real life data points draws conclusions best constitutions different types city states aristotle really put science political science definitely easy read deducting 1 star long vague passages around mid section book would highly recommend anyone least bit interested politics,really liked it,4
106,Daniel Triumph,look preference plato aristotle plato wrote dialogues aristotle less wrote textbooks plato tried discover theorize open almost charming bias philosophers aristotle tries objective plato ideas progressive even time much aristotle assumptions stuck ancient athens aristotle great vital student science philosophy spends lot time describing things creating arguing philosophical theories politics fear important longer shine takes attention criticism plato idea women children commen strange poorly supported part republic aristotle rightly argues likely irrelevant good state worse potentially destructive commentary plato best see biased perhaps point still understandable valid despite,liked it,3
107,Raymond Raad,book surprisingly good sense modern poses many questions arise today forming political order influence founding fathers obvious well essentially aristotle trying solve problem large number people live together productively individualist perspective fundamental unit society individual nuclear family ultimately favors type limited democracy aware ways lead tyranny moderates rule law active large middle class oligarchic elements concerned strata society enough role also concerned meritorious role society struggles ensure role moderation seems today aristotle would support strong congress electoral college federalism moderating forces,it was amazing,5
