,Unnamed: 0,0,0.1,0.2
70,10,Kevin Sood,"Aristotle's politics is the most comprehensive, well formulated treaty and critic of political infrastructures ever surmised. Compared to his predecessor, Plato, who took a metaphysical approach in the Republic and who only viewed governmental progression as a liner processes; Aristotle looks at governmental progression from a circular view point and backs his evidence with real life occurrences happening in the Mediterranean world at the time. A good introduction for anyone wanting to learn more about political theory and philosophy. 
...more
",it was amazing
71,11,Joe Basile,"Any serious student of ancient philosophy will advise that in order to fully understand Aristotle's Politics, it is essential to first read his Nicomachean Ethics. Why? Because Aristotle firmly believed that ethics and politics are closely linked. We seemed to have moved a great distance away from Aristotle's way of thinking about politics (and indeed about ethics as well). For this reason, both of these works merit reading and reflection. 
...more
",it was amazing
72,12,James Morrison,"The Politics is fundamental to Western political thought, but some of it is a bit ridiculous really (I accept that it was written quite a while ago). The sophistication of the Greek conception of the polis is impressive to us, but we have to remember that it was in many ways fundamentally different to our conception of the state, so comparison must be done very tentatively. It's fun to study though!
...more
",liked it
73,13,Jared,I loved reading this with the question of what is the ideal society and how do you obtain happiness? It was interesting to see Aristotles answers to these questions. I also enjoyed seeing how he argues his idea that happiness is the absence of pain and that money is in charge of getting rid of pain. Even though I do not agree with it that idea has effected the way that many think of happiness,really liked it
74,14,D.N.,"The essential work of political philosophy, and the natural extension of Nichomachean Ethics. A study of the Greek city-state, or polis, the most general association in the Greek world. Important for understanding the relation of constitutionalism, private property, capitalism, and the institution of slavery to the modern State.",it was amazing
75,15,JP,"Aristotle explores the state, using the same building-block approach and straightforward logic he applies to physics and biology The basic units of citizenship are householder, master, statesman, and king.",really liked it
76,16,Mati,This book was re-read for several times and each time it brought new and stimulating insight in the contemporary politics despite its date of origin. The ideal state was discussed with impact on its citizens. The foundation of the modern democracy is clearly stated in this book. ,it was amazing
77,17,Daniel,"It is amazing how much wisdom Aristotle gleaned from the light of nature, but also sad how he held down the truth in unrighteousness at various points. He is surprisingly easy to read and this version has the added bonus of a short commentary before every section by the editor. ",really liked it
78,18,Joana Falcato,"I don't like this translation. The text is already confusing, but Lord's version made it more difficult to read and some english words he used don't reflect the greek original meaning. Even the translation we can find at perseus website is better, though it dates from 1944...
...more
",it was ok
79,19,Markus,I have to read it again.,really liked it
80,20,Vilmantas,It was necessary to read for Law School. Have to reread it.,it was amazing
81,21,Arno Mosikyan,"It's an enigma for me, how come people in Greece achieved this level of wisdom and quality of thinking, while others around in ancient world were after satisfaction of their animal desires.
...more
",really liked it
82,22,Hunter,"As always, it's irritating that Aristotle takes Plato's dialogues at face value.
...more
",really liked it
83,23,oswald,"Quite good, although concision is not Aristotle's strong suit. Everything is grouped in threes, more often than not this grouping is arbitrary. Contradictory at times.
...more
",really liked it
84,24,Óscar Lacarta,Fuck you,did not like it
85,25,GUILLAUME ATTIA,"That ‘Man is a political animal’ is unquestionably Aristotle’s most popular saying. It is generally taken to mean that what makes us human, or at least separates us from animals, is the observable fact that we engage in political activity. This unique human trait is of course an entailment of our rationality. So understood, Aristotle’s celebrated words may seem unimaginative. It does not appear in hindsight that one needs the brainpower of a genius to appreciate the resonance of this simple observation. However, when one places those famous words in their proper context, as part of Aristotle’s inquiry into the role of community in human life, one soon recognizes not only the profundity of so simple an observation but also the sophisticated intellect needed to make it. Aristotle was indeed a profound thinker and the Politics is a reflection of that. Hence when Aristotle says that “man is a political animal” (p.10), for example, he is not simply stating the obvious fact that human beings engage in politics. His deeper, and more radical, point is that it is only in the polis or city that human beings can truly prosper and flourish. It is in the city that human beings fulfill the potentialities of their nature. How does the city enable humans to achieve their full potential? The community provides the structure through which humans are able to use their God-given reason and language to philosophize with other human beings in order to partner in the creation of a just community. As he explains it, “language serves to declare what is advantageous and what is reverse” (p.11) but also to deliberate about good and evil, justice and injustice, and many other concepts that need to be understood and agreed upon by members of a community in order to establish a good society. The importance of language for political organization, particularly the establishment of a sound constitution, was not taken for granted by the social contract theorists of the 17th century and beyond. The great John Rawls (1921 – 2002), for example, saw it as a foundational precondition of good governance that citizens have a serious discussion among themselves about which theory of justice should permeate their political decisions. Such compacts would not be possible without the capacity for reasoned discourse. Aristotle argues that it is this capacity for rational discussion, and no other, which “is the peculiarity of man, in comparison with other animals” (p.11). It is language therefore, or more precisely rationality, rather than a capacity to be political, that is the distinguishing feature of humanity. Thus contrary to popular belief, Aristotle did not in fact believe that humans were the only political animals. This can plainly be seen in the text when he specifies a few lines after declaring that ‘man is a political animal’ that he is so “in a higher degree than bees or other gregarious animals” (p.10). In his History of Animals, Aristotle observes that ants and bees are ‘political’ in the sense that they work together for a common goal or purpose (487b33 – 488a12). While humans do the same, “man alone of the animals is furnished with the faculty of language” (p.11). That is what makes him unique. That being said, humanity’s rational capacity is not accidental. “Nature”, Aristotle explains, “makes nothing in vain” (p.10): nature, or nature’s god, intended for language to be a gateway for communal living. The city therefore is a natural institution. The city not only exists by nature but is “prior in the order of nature to the family and the individual” (p.11). Not only is the city a natural institution but also by extension, city living itself is a natural state of being for human beings. It thus follows that it is simply unnatural for man, on Aristotle’s view, to live a life outside of the polis. Such a man, “the man who is isolated, who is unable to share in the benefits of political association, or has no need to share because he is already self-sufficient, is no part of the city, and must therefore be either a beast or a god” (p.11). This view of civilized existence as being inextricably bound to the communal life of the city was deeply influential in shaping Western perceptions of certain nomadic native Indian tribes. As Anthony Pagden relates in ""The Fall of Man"" (1982), for Spanish Conquistadors and British colonists of the Americas migratory groups could not ""create cities nor any form of civil association for the simple reason that civil association depends upon temporal continuity, upon the creation of a social space with its appropriate social and religious institutions and the cultural forms which accompany them. If, indeed, the civil life is to be largely defined as a life lived in cities, then it is obvious that people who live in tents, who are pastoralists or even hunter-gatherers rather than agriculturists, will be unable to develop a true community. Nomadism was consequently held to be inimical to every aspect of civilised life” (Pagden, 1982: 195).
...more
",it was amazing
86,26,Jacob Aitken,"I'll put my cards on the table.  I actively dislike Greek philosophy.  I will be fair and admit that Aristotle is a fairly good communicator, and despite his worldview, he stumbles across the truth every now and then.  And while he never really gets to a coherent statement on justice, he's important to read on that point.  Given that many ""woke"" evangelicals are talking about social justice (but never defining it), Aristotle is at least a starting point.(1) Every community is established with an aim to some good.Aristotle begins with the most basic social unit and moves outward (family, village, city).1.1 If the family is natural, and the movements outward are natural, then the state is a natural unity.The Art of Getting WealthLegitimate economics: managing a household“Retail trade is not a natural part of the art of getting wealth” (1.9.17).  This is important and will doom his entire project.Usury: makes a gain out of money itself.  The proper use of money is exchange, not to grow money from money.I used to hold to that argument. I'm not so sure anymore. It only works if we view value as something objective.  But value is anything but objective.  The whole point of an exchange is that we don't place equal value on the object.What is a state? Who is the citizen?  He notes that a citizen under one government might not be one under another. For the sake of argument he will assume democracy.  A citizen is the holder of a definite office, who legislates and judges, etc. (Book 3 ch. 1). A citizen shares in rulership. This is actually a pretty good definition, though it works better on smaller levels.The chief end of a state is the well-being of the citizensJustice: implies a relation to persons as well as things; a just distribution (Book 3; chapter 9).  He realizes this discussion is inadequate 9 pages later: “equality or inequality of what?” He hints that what is “just” or equal will be to the advantage of the common good.Book 4His famous discussion of monarchy, oligarchy, and democracy.  And their perversions. He defines democracy as the form of govt where the free are rulers (IV.4).  He comes to a surprising and welcome conclusion: the best society is the one with a large middle class.  This comes very close to a biblical worldview. It is not a biblical worldview, however, for Aristotle despises things like retail trade.  But a society with a large middle class is one that understands the value of time, risk, and planning. In other words, it presupposes the doctrine of providence.  Aristotle, however, doesn’t really get this, nor could he.This is why we should not go to Aristotle for economic wisdom.  For the godly man, time is not evil.  It is limited and under the curse, but it also provides the conditions for planning for the future and building wealth.Book VIIThis book begins on a chilling note: what are the most eligible forms of life?  This sounds a lot like the death camps we would have seen under the worst acts of the Affordable Care Act.  This is also good Greek philosophy.Before we examine why Aristotle thought it was good to kill some of the babies, we need to see why he said it.  He didn’t believe an overly-populated city was a good thing. That’s a half-truth. Many large cities today aren’t very nice places.  He probably couldn’t see past the city-state idea. You can have many people in a country if you have lots of smaller cities. That’s one example.With this background, his following comments, while evil, cohere with his system.  This is his argument:(1) To the size of states there is a limit (1326a 35).(2) The legislator must mold to his will the frames of newly-born children (1335a 5)(3) As to the exposure and rearing of children, let there be a law that no deformed child shall live, but that on the ground of an excess in the number of children, if the established customs of this state forbid this (for in our state population has a limit), no child is to be exposed, but when couples have children in excess, let abortion be procured before sense and life have begun (1335b 20-25).Is it really necessary to refute this?  Where to start? I’ll leave with an observation: given Aristotle’s anti-market views, his state population would always be extremely limited. That made abortion a pressing reality.  Therefore, his bad economics upheld his pro-choice mentality.          
...more
",it was ok
87,27,Fraser Kinnear,"Two pages into this book, Aristotle drops this turd:But is there any one thus intended by nature to be a slave, and for whom such a condition is expedient and right, or rather is not all slavery a violation of nature? There is no difficulty in answering this question, on grounds both of reason and of fact. For that some should rule and others be ruled is a thing not only necessary, but expedient; from the hour of their birth, some are marked out for subjection, others for ruleYikes. I remember MacIntyre grimacing over Aristotle’s position on slavery in his book “After Virtue”, which is trying to take the best of Aristotle’s ethical philosophy (orient your morals around the teleology of the subject) while brushing aside some of Aristotle’s worst conclusions (e.g., slavery).But can you? Aristotle’s opening salvo in his Politics evidence that the two are hopelessly intertwined: teleology just shifts the argument from deciding on what is moral to deciding on what something’s purpose is. And if you get the purpose of something wrong (e.g, the natural function of some people is to be slaves), then you end up with a bad value (slavery is OK).I laughed when Aristotle went from suggesting his own crazy ideas (slavery is natural, women are not equal to men, finance is evil) to pointing out how nuts Plato’s own ideas were in his “Republic” (they were!). Further, Aristotle’s reputation for thorough categorization frequently comes across as pedantic (e.g.,. “The members of a state must either have all things or nothing in common, or somethings in common and some not”). Perhaps my problem with the book was that half of the points he was making were so universally agreed upon today as to be benign, so all that’s left is to notice the howlers. I suppose this is just a reflection of his enormous influence – that his ideas are now so commonly held as to be rendered uninteresting.This book was actually much more interesting as a historical document. For example, Aristotle has some interesting proto ideas that lead towards today’s understanding of the Rule of Law: “… laws, when good, should be supreme; and that the magistrate or magistrates should regulate those maters only on which the laws are unable to speak with precision owing to the difficulty of any general principle embracing all particulars.” And elsewhere “… those who have any complaint to bring against the magistrates say, ‘let the people be judges’; the people are happy to accept the invitation; and so the authority of every office is undermined. Such a democracy is fairly open to the objection that it is not a constitution at all; for where the laws have no authority, there is no constitution. The law ought to be supreme over all, and the magistracies should judge the particulars, and only this should be considered a constitution. Embedded in the latter quote is a value judgment about democracy that needs some unpacking. Aristotle defines democracy as the negative manifestation of governments ruling in the interest of the needy majority, sometimes controlled by a demagogue, while constitutional governments are the same but with more balance towards a common good. Characterizing these various forms of government (kingship/tyranny, aristocracy/oligarchy, constitutional government / democracy) takes up the majority of the book.Another example is finding passages that I suspect were also read and underlined by America’s founding fathers, such as:…democracy and demos in their truest form are based upon the recognized principle of democratic justice, that all should count equally; for equality implies that the poor should have no more share in the government than the rich, and should not only be rulers, but that all should rule equally according to their numbers.This was an idea hotly debated, for example, during the Three-Fifths Compromise.One final example, I’m reading Hobbes’s “Leviathan” in parallel, and was excited to come across a passage that he referenced directly:The fact is, that the greatest crimes are caused by excess and not by necessity. Men do not become tyrants in order that they may not suffer cold; and hence great is the honor bestowed, not on him who kills a thief, but on him who kills a tyrant.  
...more
",it was ok
88,28,Ian Caveny,"Back in June, I started Aristotle's famous discourse on politics, but it was either not the right time or the right season. I couldn't quite get into the swing of thingsSo, when I approached the text again in early October of this year, I thought I may be getting myself again into the hot water of ""books that are going to take more time out of me than I'd like them to."" I was gladly reproved. I don't know what constitutes the ""appropriate reading season"" for the Politics, but for me it was entering into full-time pastoral ministry that has most helped me to finally read a classic of the art of governance. One might ask ""Why this combination?"" and to that I would respond: ""There seems to be a significant relationship between the efficient organization of the city (polis) in Aristotle's work and the efficient organization of the polity of the local Church."" Indeed, the strange similarities between Aristotle's critical-exegetical insights of the functioning of the City and the role of a pastor who ought to critically-exegete the functions of the local Church has fueled much of my reading this fall and served as a practical outlet for the knowledge gained in this reading. (I even wrote an essay for some of these practical responses to Aristotle: here.)Aristotle is a fun ancient Greek to read. I really do mean this. Sometimes right after a brilliant breakdown of political structures he will toss up some analysis of how to keep one's slaves happy, or the place of the woman in the home, or why the Phrygian mode is less educational than the Dorian mode, and you, the modern reader, just has to laugh. Maybe Aristotle gives us a sense of humility: come two thousand plus years, our thoughts too will both inspire and humor our fourth millennia audiences.The Politics is rightly understood to be a foundational text for understanding politics (of course), governance, and the like. There's a sense, as I read the Politics, that our American political world could be far-simplified if simply every senator and representative were required to read Aristotle prior to his or her oath of office. It would have the power to re-frame debate and discourse; we could see our two-party system as a balance between those who pretend to be oligarchs and those who pretend to be democrats (and who, in reality, are both both of those things). Moreover, it would remind us that all good cities, in order to prosper, must target themselves at a good end (telos).There are many other reasons to read the Politics, but they can all be summed up, perhaps, in one sentence: This argument is the foundational undergirding of most of the greatest arguments of the history of Western civilization. Without the Politics there is, in theology, no City of God and, thus, no Two Kingdoms; without the Politics there is, in philosophy, no Hegelian dialectic (founded upon the master-bondsman discourse early in the text) and, thus, no Marxist dialectic (founded upon the first half of the book); without the Politics there is, in history and politics, no American Constitution. Thus, it is so surprising that I am so late in my education to read even just a part of it. It seems to me that all these above texts are, for better and for worse, incomprehensible without reading their sourcetext. It would be like reading Paul's Letter to the Romans apart from the Book of Genesis. The context is crucial.As such, I heartily endorse the reading of Aristotle. He is a good antidote to the idealistic temperaments of our age, even if he, at times, makes one laugh at his idiosyncrasies. At the end of the day, his core arguments - about telos and about the polis - are the foundations of most of our academic and day-to-day thought, and we would be fools not to seek understanding of our own foundations.
...more
",it was amazing
89,29,Lanko,"There's so much to say about this book that would take probably many hours to properly do it. Maybe I will do it later.As for the book, it's both inspiring and depressing. Inspiring in the sense that there's someone who experimented and knows about issues that even today and were debated and studied since his time. Depressing in the sense that when you read his words on everything that can go wrong on a government we actually realize more than 2500 years later we as humans didn't actually changed at all (Aristotle was born in 384 B.C and also gives examples of decades/centuries before).He may place too much emphasis on the State, but considering his time, it's not surprising. Populations were really small, continents had vast amounts of empty areas, harsh conditions and sickness. No wonder he placed so much value on the State to bring people together.But he also didn't exactly forget about individualism. One of the most curious chapters is when he discusses Plato's Republic, an idea of Socrates of so much coletivism that even wives and children would be shared among everyone.To think that Aristotle actually had to work years to actually seriously write a whole chapter to totally refute this Socrates' concept of State (and that the idea was even conceived and taken seriously in the first place) seems laughable.But then we look what all sides on the political spectrum pretty much in every country are actually discussing...Aristotle has views on slavery that of course wouldn't be accepted today. But more than 2000 years after his writings we still needed major wars to decide if slavery was legal or not, things like Apartheid and even today slavery exists in some corners of the Earth. Aristotle has views on women being mostly passive in society. Same thing. We have entire countries that do much worse to them and our elected leaders turn a blind eye if they a convenient economic treaty.Aristotle disdains the manual worker. But does our society views them that differently today?When those passages appeared and I thought ""Well, today is different, this is from your time"", a few seconds later those considerations popped in. So do we, overall as a society really can claim the moral ground to criticize the man when even leaders elected by ourselves turn a blind eye to the problems above?This makes one feel small when considering the vast amount of time that passed from his age to ours. Yes, we had changes, but little changed in the essence of things.He also makes some mistakes. For example, he says that the people, when grouped, is less susceptible to demagogy and its dangers. Maybe it was true in his time, where cities and countries were really small and you knew pretty much everyone in it. You saw those people every day and thus could see daily their true behavior and make a judgement of it if they decided to do a public political speech and had to do it in front of everyone.The vastness countries assumed today would certainly astound Aristotle. All we know from people wanting power is really what THEY want us to know and what their ENEMIES wants us to know, both with possibilities of being lies. Add to that PR, TV, radio, etc.Anyway, it's pretty clear that vast crowds are exactly where people get too emotional and less rational, without a doubt. That's how the worst demagogues came and still come to power. In vast crowds the individual easily becomes a sheep.There's also a chapter on how monarchs fall. Machiavelli talked about hate and disdain for the ruler and whether to be feared and loved and examples. He needed a whole book for that. Aristotle did it in a single chapter. Almost 2000 years before too.I think it's enough. No wonder the man was/is one of the most influential people of all time.
...more
",it was amazing
90,0,Scott Holstad,"Doesn't live up to his reputation. But then, many feel he himself didn't live up to his reputation (nor Plato). I believe many scholars have determined Democritus (with Leucippus) to be far more influential, accurate, knowledgeable, possibly more intelligent (certainly than Plato) and diverse, among other things. Noted virtually universally as ""father of modern science,"" through Leucippus's influence, he is often thought to be the first physicist, as he is typically credited for his formulation of an (detailed) atomic theory for the universe. In fact, his atomic hypothesis was developed to such a degree, and unlike anything else at the time, bore a resemblance to modern science and one could essentially argue that what we know, or learned, about atomics in the twentieth century was directly influenced by Democritus' atomic theory, which in many ways remains the basis for current atomic physics. Moreover, he dabbled and proved influential in a number of other areas, ranging from geometry specifically and math in general to geography and anthropology to the importance and essence of epistemology to scientific aesthetics to politics and natural philosophy (of course), where he seemed especially concerned with the subject of ethics, to military tactics as well as cosmology, poetry, biology and many, many more subjects -- really the first true Renaissance man. Really kind of puts some better known philosophers to shame (not that some weren't also geniuses -- it's just that many people can't find many in history, and virtually none before Democritus to explore and master such a wide variety of subjects. Indeed, his ""void"" thesis lived on to influence Newton and continued to hold that influence basically until Einstein). However, regarding this book by Aristotle, while this was a subject he was well versed in and despite this book being a bit dated, it was still fairly well done for the times, had some good ideas, thoughts, points, etc. Unfortunately, there's always been some controversy surrounding it due to some textual irregularities and discrepancies in some of the eight ""books"" making up this book, or rather what remains of them. (Some of the major topics among these different books include ideas about community, citizenship, regimes, education, constitutions and political theory, among others.) However, this to the point that some have argued the book represents seemingly two different versions, or perhaps stages, in Aristotle's thoughts, beliefs, positions, etc., and the two opposing sides seem so varied, almost oppositional, that IF Aristotle even wrote the entire thing himself, it's likely he would have done so over a long period of time, so that a significant period of time elapsed between the first and later sections, thus explaining its inconsistencies and, one might say, possibly two different belief systems. Thus, I'm only giving it two stars because even though it might otherwise merit three at least, the problems noted make it difficult to have confidence regarding sufficient authenticity, consistency and more, and frankly results in a poor book in its known form and hence one of his lesser works. As a result, not recommended.
...more
",it was ok
91,1,Brandon,"This book gave me a lot to think about and I would like to return to it after reading Plato's Republic, since a lot of it hinges on a criticism of that book. One thing I did not expect was that there is a lot of history and description of actual regimes in this book. There were many anecdotes from Greek politics, many interesting and some even amusing, but the historical section of the book got somewhat tedious because I was looking more for his theory of government. It's not until the last two chapters where Aristotle says what he thinks it the best type of government, and I found this part to be the most interesting. The entire last chapter is about education, and much of it about music education. I get the impression that Aristotle liked music.Much is made of how slavery is so central to Aristotle's argument. If one considers our modern equivalent of slave labor is automation and robotics, then those who would view politics as mere ""social engineering"" - perhaps you may call them technocrats - in a way are trying to simplify politics into mastery. To Aristotle this is unacceptable, because proper rule is between equals. In this understanding, his contention that proper rule is not an extrapolation of mastery is still applicable to today even though we find human slavery deplorable. One thing I disagreed with him on was that people who are capable of self-rule need to have an abundance in leisure. In fact, while in describing the nature of regimes he states that democracy works best when it is made up of farmers, because they have their own business to attend to and only make laws that are really needed. But in the section on his ideal regime, he says that ideally all the farming is done by slaves, so that the ruling class can have idle leisure. I think this is very similar to our current historical situation in the developed world, where farming is done by giant machines far away, and everyone has a lot of leisure time - yet our politics seems to be much more dysfunctional than when people were more self-sufficient. Aristotle does acknowledge that too much leisure and luxury can weaken successive generations, and he emphasizes the education in the virtues as the remedy for this. Maybe there is something to this, or maybe it is just that those effete artsy Greek's don't see the value in good old-fashioned hard work. 
...more
",it was amazing
92,2,Noah McMillen,"Listened to the audiobook. Favorite quotes:“Let us remember that we should not disregard the experience of ages; in the multitude of years these things, if they were good, would certainly not have been unknown; for almost everything has been found out, although sometimes they are not put together; in other cases men do not use the knowledge which they have” (Book II).“But we must remember that good laws, if they are not obeyed, do not constitute good government. Hence there are two parts of good government; one is the actual obedience of citizens to the laws, the other part is the goodness of the laws which they obey; they may obey bad laws as well as good” (Book IV).“The mean condition of states is clearly best, for no other is free from faction; and where the middle class is large, there are least likely to be factions and dissensions. For a similar reason large states are less liable to faction than small ones, because in them the middle class is large; whereas in small states it is easy to divide all the citizens into two classes who are either rich or poor, and to leave nothing in the middle. And democracies are safer and more permanent than oligarchies, because they have a middle class which is more numerous and has a greater share in the government; for when there is no middle class, and the poor greatly exceed in number, troubles arise, and the state soon comes to an end” (Book IV).“For two principles are characteristic of democracy, the government of the majority and freedom. Men think that what is just is equal; and that equality is the supremacy of the popular will; and that freedom means the doing what a man likes. In such democracies everyone lives as he pleases, or in the words of Euripides, 'according to his fancy.' But this is all wrong; men should not think it slavery to live according to the rule of the constitution; for it is their salvation” (Book V).“Every man should be responsible to others, nor should any one be allowed to do just as he pleases; for where absolute freedom is allowed, there is nothing to restrain the evil which is inherent in every man. But the principle of responsibility secures that which is the greatest good in states; the right persons rule and are prevented from doing wrong, and the people have their due” (Book VI).  
...more
",really liked it
93,3,Xenophon,"Carnes Lord's translation of Politics reminded me of how philosophy is one part the Author's insights/reasoning and another part the student's reaction. I slowly chewed this text over the course of a few months because I wanted to wrestle with Aristotle as a reasonably educated man rather than take the text in as. The old man delivered. A few piecemeal insights- first, this is a continuation of Nichomachean Ethics. They can both be seen as one large lecture series. Politics delves into the communal ramifications of the previous course and couples it with fresh insights and a load of historical references. Indeed, unless you are an expert in Mediterranean history between 500BC and 300BC, you'll need a text with good notes and a lot of patience. This University of Chicago edition does that just fine. Second, this is a foundation text of Western philosophy. Like all others of its kind, it records the thoughts of a true genius. A man who sat around and thought through every aspect of existence. He is far from right in all things, but even where the reader finds him wrong, they will find something familiar backed up with a stone wall of reasoning. Westerners have been talking back and forth with Aristotle for a long, long time. As such, there are books that I think are more profitable for the modern reader- books with similar (if not better) insights, but more navigable language, and more readily grasped historical references. But can you call yourself truly educated if you have never given the OG a try? It's like calling yourself an expert in film without knowing Citizen Kane. I would write more if I had the time for it, but suffice it to say, this is an essential. I only deducted a star because I enjoyed the Carnes Lord translation a little less than the other Aristotle translations I have read. Maybe one day Robert C. Bartlett will crank one out. If and when he does, I'll be ready to give the sage of logic another try. Hopefully a better historical background. 
...more
",really liked it
94,4,Jakub Ferencik,"Plato originally suggested that the elites can best rule over the people. Plato argued that cardinal virtues guide the elite, the philosopher-kings, which is why they take rule since they set away earthly desires. Aristotle dismissed this idea because he believed it ignored human nature. For Aristotle, a conception of human nature, as seen in Plato's Republic, ignored the importance of providing citizens, even the elite philosopher-kings, the mundane pleasures of life. We should pay attention to the goods of the body because we have human bodies that need our basic appetites, such as hunger and thirst, fulfilled.On the contrary, Aristotle thought that each citizen is best able to achieve ultimate happiness or eudaimonia when they pursue excellence in character. According to Aristotle, virtue is the middle path between the two extremes of vices, as he outlines in the Nicomachean Ethics (30). I discussed this concept in my review on that book. In Aristotle's polity, the rulers and ruled take turns in governing. The leading cause of revolution, Aristotle argued, is preventing an exchange of rule by not treating each citizen equally. Oligarchical regimes, Aristotle writes, are based on the presupposition that unequal citizens in one way are unequal in every way (Politics 187). Therefore, the oligarchical ""superiority,"" Aristotle argued, is the ultimate cause of revolution (191). ""Disproportion"" occurs when in a state that has many parts, one part grows exponentially where the others do not (193). We can see this throughout history: either when Romanian citizens in 1989, overthrew Nicolae Ceaușescu's government and shot the dictator and his wife or when the angry french mob decapitated Louis XVI during the French Revolution. Aristotle's predictions for revolt as a result of the unequal nature of oligarchies were correct. .
...more
",liked it
95,5,Aiden,"Interesting read, obviously relations between master and slave or man to woman are expressed in an outdated manner suited to classical antiquity, but particular highlights are the discussion on the best constitution and the seeming preference being aristocracy not in the sense of an extension of oligarchy but as a sort of meritocracy. Certainly one can read this and see how deeply it influences western thought. The notion that there are different levels to the four forms of constitution - democracy, monarchy, oligarchy, aristocracy - in that you can be too democratic, too oligarchic, that the prosperity and involvement of the middle class in a society as a mediator between the contending forces of rich and poor is best; that the poor in power will destroy the rich; that the rich in power will neglect the poor; that society’s happiness and well-being must be measured not against one particular section of the state but across all its members. Apply this thought to contrasting examples of communism - which if we look at China has a more oligarchic format in terms of being a democracy where the people are nominally rulers but the party there rule - liberal democracy where nominally people rule but within Britain more often than not the conservatives representing oligarchic interests of the aristocracy, monarchy and better off enjoy more or less sustained hegemony throughout British history.All in all pertinent questions raised that remain relevant today, to be too democratic means a weak state and an inability to action, not being democratic enough tends to tyranny and failure of the role of the state to safeguard the population - so dust off the republic and build a new constitutional utopia taking the best parts of what Aristotle outlines in this book...good luck.
...more
",it was amazing
96,6,Nick Paulter,"Politics, AristotleAn often redundant discussion, and with many examples that are somewhat historically inconsequential, but, interestingly, the government types he describes about 2500 years ago still exist, still dysfunction in nominally the same ways, still (mis)treat people in the same ways, and still transform from one to another for the same reasons. Tyrants come to power for the same reasons, people become complacent or disinterested for the same reasons, and revolutions occur for the same reasons. The examples he provides from the ancient Greek world and environs could have just as well been taken from our world during the last couple of decades. Aristotle describes the parts of a government that are basic, namely a deliberative body, a judicial body, and executors/administrators, similar to what most states have today (although execution may not be ideal). He describes the need of a welfare system to promote and teach self-sufficiency in the population, a state-sponsored educational system, etc., all of which are part of most modern societies. I thought it was remarkable, perhaps from a naïve sociopolitical perspective (of which mine is limited), that nothing has changed significantly in a political sense over the last two millennia. Interestingly, he makes a suggestion for marriage: 37 years for the man and 18 yrs for the woman, and to be wed nominally in the winter. I got the season and age difference right (although not the actual age), perhaps that’s a reason my marriage is lasting.
...more
",liked it
97,7,Aristotle,"The Politics by AristotleA book best left to the classrooms. Aristotle’s Politics is a sometimes interesting, mostly garishly boring book composed over two millennia ago. Some of it still holds up today, some of it really does not. It’s difficult to judge books that are so old but I’ll do my best to offer my thoughts on it.For one, it’s exhausting. It took me almost three months to finish this book, whereas similar sized books could be finished in under a week. Unless you are seriously invested in Greek/Classic philosophy and/or political analysis, I’d advise staying away. I had experienced Aristotle’s Nicomachean Ethics before this a few years back but it appears that these are two very different pieces.Secondly, it is rather well rooted in it’s time. For example, Aristotle not only believes in slavery but justifies it. This isn’t a wholehearted negative if you’re interested in exactly how they did in fact justify slavery, but otherwise the reader will be constantly held up by how often this piece does not connect well with our lives today.On the other hand, where Aristotle does do proper political analysis that is disconnected from his period, the book shines. These parts were my favorite to read and is an example of good philosophy. I also liked how Aristotle’s use of far more empirical evidence than his contemporaries gave his arguments more bite.Overall, the Politics is an interesting look into the world of 4th century BC politics and thinking. Aristotle articulates himself in a way not unlike ourselves, but his world is distinctly different to ours. But as they say history doesn’t repeat, it rhymes. This is a short review because even thinking about the book now makes me tired, so I’ll be happy to move on to more modern philosophers, or perhaps no philosophy at all for a little while. I’m leaving it with a 5/10.
...more
",it was ok
98,8,Tom,"Read the classics, you won’t find a balm in Gilead for whatever ails you in this day and age but you’ll certainly find here's nothing new under the sun. It’s always been a bonehead move to base ones entire ethico-political system on an assumed and self justifying natural hierarchy. Imagine you live in a democratic society with people who are poor and people who are wealthy, the wealthy exist within a position that allows them to further amass political and economic power, inequity worsens as they govern for themselves, outrage follows. Your democracy has become an oligarchy, tyranny reigns.The intelligentsia tell you to sit back and a) hold out for a messianic class of virtuous political actors to guide you to a promised pragmatic land, b) it won’t happen again if we’re all more virtuous next time, c) do both but by g-d! don’t change a thing that mightn’t be natural! Reform happens but the fundamental basis of the system doesn’t change. The situation inevitably regresses. Rinse, repeat, ad nauseam.That situation is today, yesterday, and ancient history. lt’s the sum of all the wisdom held in the pages of this book. The Politics is not a political manual, it’s a social tragedy. Aristotle and colleagues were able to see what was going wrong but lacked the (academic) virtue to escape Grecian teleology. A fault modern readers, one hopes, can themselves overcome. Read the classics, stop living them.
...more
",liked it
